,customerID,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies
2548,0689-DSXGL,Fiber optic,No,Yes,Yes,Yes,No,No
2549,6818-DJXAA,Fiber optic,No,No,Yes,Yes,Yes,No
2550,9722-UJOJR,Fiber optic,No,No,No,No,No,No
2551,6778-EICRF,DSL,Yes,No,No,No,Yes,Yes
2552,4132-KALRO,Fiber optic,No,No,No,Yes,Yes,Yes
2553,3902-FOIGH,Fiber optic,No,Yes,No,No,Yes,Yes
2554,6772-KSATR,Fiber optic,Yes,No,No,No,No,No
2555,7112-OPOTK,Fiber optic,No,No,No,No,No,No
2556,2874-YXVVA,Fiber optic,No,Yes,Yes,Yes,Yes,Yes
2557,4210-QFJMF,Fiber optic,No,No,No,No,No,Yes
2558,4293-ETKAP,DSL,No,Yes,No,Yes,Yes,Yes
2559,6064-PUPMC,DSL,Yes,No,No,Yes,No,No
2560,6504-VBLFL,DSL,Yes,Yes,Yes,No,No,No
2561,6322-PJJDJ,Fiber optic,No,Yes,No,No,Yes,Yes
2562,0330-BGYZE,Fiber optic,No,Yes,Yes,No,Yes,Yes
2563,7586-ZATGZ,Fiber optic,No,No,No,No,Yes,No
2564,7197-VOJMM,DSL,Yes,Yes,No,Yes,No,Yes
2565,3318-OSATS,Fiber optic,No,No,No,No,Yes,Yes
2566,5828-AVIPD,Fiber optic,No,No,No,Yes,Yes,Yes
2567,9626-VFRGG,Fiber optic,No,Yes,No,No,Yes,No
2568,7075-BNDVQ,DSL,Yes,No,Yes,No,No,No
2569,9143-CANJF,DSL,Yes,No,No,Yes,No,No
2570,7284-BUYEC,DSL,No,Yes,No,No,Yes,Yes
2571,2041-JIJCI,DSL,No,Yes,No,No,No,Yes
2572,1086-LXKFY,Fiber optic,No,No,No,No,No,No
2573,4900-MSOMT,DSL,Yes,Yes,Yes,Yes,Yes,No
2574,2229-VWQJH,DSL,No,No,Yes,No,No,No
2575,9194-GFVOI,DSL,Yes,No,Yes,Yes,Yes,Yes
2576,4282-MSACW,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes
2577,2636-ALXXZ,Fiber optic,No,No,No,No,No,No
2578,7774-OJSXI,Fiber optic,No,Yes,Yes,No,Yes,Yes
2579,7786-WBJYI,Fiber optic,No,Yes,No,No,No,No
2580,0136-IFMYD,Fiber optic,No,Yes,Yes,Yes,Yes,Yes
2581,5144-TVGLP,Fiber optic,No,No,No,No,Yes,Yes
2582,9643-AVVWI,Fiber optic,No,Yes,No,Yes,No,No
2583,0253-ZTEOB,DSL,No,Yes,No,Yes,Yes,Yes
2584,9885-CSMWE,Fiber optic,No,No,No,No,Yes,No
2585,6137-MFAJN,DSL,Yes,Yes,No,No,Yes,No
2586,2402-TAIRZ,Fiber optic,No,Yes,Yes,No,No,No
2587,9659-ZTWSM,Fiber optic,No,Yes,Yes,Yes,Yes,Yes
2588,9139-TWBAS,DSL,Yes,Yes,Yes,No,Yes,No
2589,6685-GBWJZ,DSL,Yes,Yes,No,Yes,Yes,No
2590,5016-ETTFF,DSL,No,No,Yes,No,No,No
2591,3866-MDTUB,DSL,Yes,No,No,No,Yes,Yes
2592,2195-VVRJF,DSL,Yes,No,No,No,No,Yes
2593,8058-JMEQO,Fiber optic,No,No,No,No,No,Yes
2594,5043-TRZWM,Fiber optic,No,No,Yes,No,No,No
2595,0697-ZMSWS,Fiber optic,No,No,No,No,No,Yes
2596,7657-DYEPJ,DSL,No,Yes,Yes,Yes,Yes,No
2597,9494-BDNNC,Fiber optic,No,Yes,Yes,No,No,Yes
2598,1640-PLFMP,Fiber optic,No,No,No,No,No,No
2599,5366-OBVMR,DSL,No,No,No,Yes,No,No
2600,8276-MQBYC,Fiber optic,No,No,Yes,No,Yes,Yes
2601,7593-XFKDI,DSL,No,No,No,No,No,No
2602,0337-CNPZE,Fiber optic,No,Yes,Yes,No,Yes,Yes
2603,0840-DFEZH,Fiber optic,No,No,No,No,No,No
2604,1513-XNPPH,Fiber optic,No,No,Yes,Yes,No,Yes
2605,8690-ZVLCL,DSL,Yes,Yes,Yes,Yes,Yes,Yes
2606,6015-VVHHE,Fiber optic,No,No,No,No,Yes,No
2607,1125-SNVCK,DSL,No,No,No,No,No,No
2608,0384-LPITE,DSL,Yes,Yes,Yes,No,Yes,Yes
2609,6347-DCUIK,Fiber optic,No,No,No,No,No,No
2610,1335-HQMKX,Fiber optic,No,Yes,Yes,No,Yes,Yes
2611,2545-EBUPK,Fiber optic,No,No,No,No,No,Yes
2612,2172-EJXVF,Fiber optic,No,Yes,Yes,No,Yes,Yes
2613,0897-FEGMU,Fiber optic,No,No,Yes,No,Yes,Yes
2614,7663-RGWBC,DSL,No,No,No,No,No,No
2615,1120-BMWUB,DSL,No,Yes,No,Yes,No,No
2616,9124-LHCJQ,Fiber optic,No,No,No,No,No,Yes
2617,4536-PLEQY,Fiber optic,No,Yes,No,No,No,Yes
2618,7029-IJEJK,DSL,Yes,No,No,Yes,No,Yes
2619,8871-JLMHM,Fiber optic,No,Yes,Yes,Yes,No,No
2620,2235-ZGKPT,DSL,No,No,No,No,No,No
2621,3891-PUQOD,DSL,No,No,Yes,No,No,Yes
2622,5447-VYTKW,DSL,Yes,No,No,Yes,No,No
2623,0689-NKYLF,Fiber optic,No,No,Yes,No,Yes,No
2624,8659-HDIYE,DSL,No,Yes,Yes,Yes,No,Yes
2625,3658-KIBGF,DSL,Yes,Yes,No,No,No,No
2626,3474-BAFSJ,DSL,No,Yes,Yes,Yes,Yes,Yes
2627,5519-YLDGW,Fiber optic,Yes,No,Yes,No,Yes,Yes
2628,1855-AGAWH,Fiber optic,No,No,Yes,No,Yes,Yes
2629,7109-CQYUZ,DSL,Yes,Yes,Yes,Yes,Yes,Yes
2630,1370-GGAWX,Fiber optic,No,Yes,Yes,No,No,Yes
2631,4680-KUTAJ,DSL,Yes,No,No,No,No,No
2632,5307-UVGNB,DSL,Yes,Yes,Yes,No,No,Yes
2633,2883-ILGWO,Fiber optic,No,Yes,No,Yes,Yes,Yes
2634,2516-VQRRV,Fiber optic,No,No,No,No,No,No
2635,7580-UGXNC,DSL,Yes,Yes,No,No,No,No
2636,5766-FTRTS,DSL,Yes,Yes,Yes,Yes,Yes,Yes
2637,5178-LMXOP,Fiber optic,No,No,No,No,Yes,Yes
2638,8879-ZKJOF,DSL,Yes,No,Yes,Yes,Yes,Yes
2639,8185-UPYBR,Fiber optic,No,No,No,No,No,No
2640,4585-HETAI,Fiber optic,No,No,Yes,No,No,No
2641,7526-BEZQB,Fiber optic,No,No,No,No,Yes,Yes
2642,1474-JUWSM,DSL,Yes,No,No,Yes,No,Yes
2643,8498-XXGWA,DSL,Yes,No,Yes,No,No,No
2644,9617-INGJY,Fiber optic,No,No,No,No,No,No
2645,7636-PEPNS,DSL,No,No,No,No,No,No
2646,4683-WYDOU,Fiber optic,No,No,Yes,Yes,Yes,Yes
2647,9052-DHNKM,DSL,Yes,Yes,No,No,No,No
2648,6794-HKIAJ,Fiber optic,Yes,Yes,Yes,No,No,No
2649,5578-NKCXI,Fiber optic,Yes,Yes,No,No,Yes,Yes
2650,1642-HMARX,DSL,Yes,Yes,Yes,Yes,Yes,Yes
2651,3096-WPXBT,Fiber optic,Yes,Yes,Yes,No,No,Yes
2652,8434-PNQZX,DSL,No,No,Yes,Yes,Yes,Yes
2653,5950-AAAGJ,Fiber optic,No,No,No,No,Yes,No
2654,4951-UKAAQ,Fiber optic,No,Yes,No,No,No,Yes
2655,6693-DJWTY,DSL,Yes,Yes,No,No,No,No
2656,0744-GKNGE,Fiber optic,Yes,No,No,Yes,No,No
2657,2108-YKQTY,DSL,No,Yes,No,No,No,No
2658,4806-DXQCE,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes
2659,4918-QLLIW,DSL,No,No,No,No,Yes,No
2660,7056-IMHCC,Fiber optic,No,Yes,No,No,Yes,Yes
2661,4854-SSLTN,DSL,Yes,Yes,No,Yes,No,No
2662,5294-DMSFH,Fiber optic,No,No,No,No,Yes,Yes
2663,4837-PZTIC,DSL,Yes,No,Yes,Yes,No,No
2664,1625-JAIIY,Fiber optic,No,No,No,No,Yes,No
2665,0603-OLQDC,DSL,Yes,No,No,No,Yes,Yes
2666,3272-VUHPV,DSL,No,Yes,No,Yes,No,No
2667,4176-FXYBO,Fiber optic,Yes,Yes,Yes,No,Yes,Yes
2668,1063-DHQJF,Fiber optic,No,Yes,No,Yes,Yes,No
2669,8663-UPDGF,DSL,Yes,Yes,No,No,Yes,No
2670,6719-FGEDO,Fiber optic,Yes,Yes,Yes,Yes,No,No
2671,1837-YQUCE,DSL,Yes,No,Yes,Yes,Yes,Yes
2672,2947-DOMLJ,DSL,Yes,No,No,No,No,No
2673,4112-LUEIZ,Fiber optic,No,No,No,No,Yes,Yes
2674,0369-ZGOVK,Fiber optic,No,No,No,No,No,No
2675,4510-HIMLV,Fiber optic,No,No,No,No,No,No
2676,9919-KNPOO,Fiber optic,No,No,No,No,Yes,Yes
2677,8749-JMNKX,Fiber optic,Yes,No,Yes,No,Yes,No
2678,9391-LMANN,Fiber optic,Yes,Yes,Yes,No,No,Yes
2679,2430-USGXP,Fiber optic,No,No,Yes,No,Yes,Yes
2680,8174-TBVCF,DSL,Yes,Yes,Yes,Yes,Yes,Yes
2681,1698-XFZCI,Fiber optic,Yes,Yes,Yes,No,Yes,Yes
2682,1877-HKBQX,DSL,Yes,No,No,Yes,No,No
2683,4450-DLLMH,Fiber optic,No,No,No,No,No,No
2684,2746-DIJLO,DSL,No,Yes,No,No,No,No
2685,5955-ERIHD,Fiber optic,No,No,No,No,Yes,Yes
2686,0917-EZOLA,Fiber optic,No,Yes,Yes,No,Yes,Yes
2687,3508-VLHCZ,DSL,Yes,Yes,Yes,Yes,Yes,Yes
2688,4086-ATNFV,DSL,Yes,Yes,Yes,No,No,No
2689,0468-YRPXN,Fiber optic,No,No,Yes,Yes,Yes,Yes
2690,5996-NRVXR,Fiber optic,Yes,Yes,Yes,Yes,Yes,No
2691,3739-YBWAB,DSL,Yes,No,Yes,No,No,No
2692,7047-FWEYA,Fiber optic,No,Yes,No,Yes,Yes,Yes
2693,2000-MPKCA,Fiber optic,Yes,Yes,Yes,No,Yes,Yes
2694,9762-YAQAA,Fiber optic,No,Yes,No,No,No,No
2695,5949-EBSQK,DSL,No,No,No,Yes,No,Yes
2696,5473-KHBPS,Fiber optic,No,Yes,Yes,No,Yes,No
2697,0100-DUVFC,Fiber optic,No,Yes,Yes,No,Yes,Yes
2698,5397-TUPSH,Fiber optic,No,No,No,No,No,No
2699,8950-MTZNV,DSL,No,No,No,No,No,No
2700,0326-VDYXE,Fiber optic,No,No,Yes,No,Yes,Yes
2701,6773-LQTVT,DSL,No,Yes,Yes,No,No,No
2702,7274-RTAPZ,Fiber optic,No,No,No,No,Yes,Yes
2703,0436-TWFFZ,DSL,Yes,No,Yes,Yes,Yes,Yes
2704,0311-UNPFF,Fiber optic,No,No,No,No,Yes,Yes
2705,2669-OIDSD,Fiber optic,No,No,Yes,Yes,Yes,Yes
2706,8400-WZICQ,DSL,Yes,Yes,No,No,No,No
2707,3834-XUIFC,Fiber optic,No,No,No,No,No,Yes
2708,9576-SYUHJ,Fiber optic,Yes,No,No,No,Yes,No
2709,0410-IPFTY,Fiber optic,No,Yes,No,No,No,Yes
2710,2831-EBWRN,DSL,No,No,No,No,No,No
2711,8414-MYSHR,Fiber optic,No,No,No,No,Yes,Yes
2712,9402-ORRAH,Fiber optic,No,No,No,No,Yes,Yes
2713,6483-OATDN,DSL,Yes,No,No,No,No,No
2714,4840-ORQXB,Fiber optic,No,Yes,Yes,No,Yes,Yes
2715,7599-FKVXZ,Fiber optic,No,No,Yes,Yes,Yes,Yes
2716,3982-DQLUS,Fiber optic,Yes,Yes,No,No,No,No
2717,3756-VNWDH,Fiber optic,Yes,No,No,No,Yes,Yes
2718,7801-KICAO,Fiber optic,No,No,No,No,No,No
2719,7673-LPRNY,DSL,Yes,No,Yes,No,Yes,Yes
2720,8229-TNIQA,DSL,No,No,No,No,No,No
2721,7339-POGZN,DSL,No,No,No,No,No,No
2722,2828-SLQPF,DSL,No,No,No,No,No,No
2723,4465-VDKIQ,Fiber optic,No,Yes,Yes,No,No,No
2724,2921-XWDJH,Fiber optic,Yes,No,No,No,No,Yes
2725,6221-AVQYL,Fiber optic,No,No,No,No,No,No
2726,2558-BUOZZ,Fiber optic,Yes,Yes,No,No,Yes,No
2727,0003-MKNFE,DSL,No,No,No,No,No,Yes
2728,0975-UYDTX,DSL,Yes,Yes,Yes,Yes,Yes,Yes
2729,7743-EXURX,DSL,No,No,Yes,No,No,No
2730,4682-BLBUC,DSL,No,Yes,Yes,Yes,Yes,No
2731,0975-VOOVL,DSL,No,Yes,No,No,No,No
2732,5968-VXZLG,DSL,No,No,No,No,No,No
2733,5569-KGJHX,Fiber optic,No,No,No,No,Yes,No
2734,4988-IQIGL,Fiber optic,No,No,No,No,No,No
2735,5201-FRKKS,Fiber optic,Yes,No,No,No,No,No
2736,9799-CAYJJ,Fiber optic,No,No,No,No,No,No
2737,7730-IUTDZ,Fiber optic,Yes,No,No,No,No,No
2738,5443-SCMKX,Fiber optic,No,Yes,Yes,No,No,Yes
2739,8295-KMENE,DSL,Yes,No,Yes,Yes,Yes,No
2740,6738-ISCBM,DSL,Yes,No,Yes,No,Yes,Yes
2741,9821-BESNZ,Fiber optic,No,Yes,No,Yes,Yes,Yes
2742,1335-NTIUC,DSL,No,No,No,No,No,No
2743,2916-BQZLN,Fiber optic,Yes,No,Yes,No,No,No
2744,2368-GAKKQ,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes
2745,8710-YGLWG,DSL,No,No,No,No,No,No
2746,3199-XGZCY,Fiber optic,No,No,No,No,No,No
2747,6993-YCOBK,Fiber optic,Yes,No,Yes,Yes,Yes,Yes
2748,5206-HPJKM,DSL,Yes,Yes,No,No,No,No
2749,7587-RZNME,DSL,No,No,No,No,No,No
2750,0748-RDGGM,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes
2751,5019-GQVCR,Fiber optic,No,No,No,No,Yes,No
2752,2550-AEVRU,DSL,Yes,Yes,No,No,No,No
2753,0378-CJKPV,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes
2754,4706-AXVKM,Fiber optic,No,No,No,No,No,Yes
2755,5889-JTMUL,Fiber optic,No,Yes,Yes,No,Yes,No
2756,9026-RNUJS,DSL,No,No,Yes,No,No,No
2757,3746-EUBYR,Fiber optic,No,No,No,No,No,No
2758,2880-FPNAE,Fiber optic,No,No,Yes,No,No,No
2759,1703-MGIAB,DSL,No,No,Yes,Yes,Yes,No
2760,9474-PHLYD,DSL,No,No,Yes,No,No,Yes
2761,2165-VOEGB,Fiber optic,Yes,Yes,No,Yes,Yes,Yes
2762,3612-YUNGG,Fiber optic,No,Yes,Yes,Yes,Yes,Yes
2763,2254-DLXRI,Fiber optic,No,Yes,No,No,No,No
2764,5062-CJJKH,DSL,No,Yes,Yes,No,No,No
2765,9028-LIHRP,Fiber optic,Yes,Yes,Yes,Yes,Yes,No
2766,2219-MVUSO,DSL,No,No,No,No,No,No
2767,1053-MXTTK,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes
2768,1530-ZTDOZ,DSL,Yes,No,No,No,Yes,No
2769,1301-LOPVR,DSL,Yes,Yes,Yes,Yes,No,Yes
2770,0853-TWRVK,Fiber optic,Yes,Yes,Yes,Yes,No,Yes
2771,8914-RBTSB,Fiber optic,No,Yes,Yes,No,Yes,No
2772,6212-ATMLK,Fiber optic,No,No,No,No,Yes,Yes
2773,8200-LGKSR,DSL,Yes,No,Yes,Yes,Yes,Yes
2774,1568-BEKZM,DSL,Yes,Yes,Yes,Yes,Yes,Yes
2775,0670-ANMUU,Fiber optic,Yes,No,No,Yes,No,Yes
2776,6897-RWMUB,DSL,Yes,Yes,Yes,Yes,No,No
2777,0963-ZBDRN,Fiber optic,No,No,No,Yes,Yes,Yes
2778,7594-RQHXR,Fiber optic,No,No,No,No,No,Yes
2779,6999-CHVCF,Fiber optic,Yes,Yes,Yes,No,No,Yes
2780,1077-HUUJM,Fiber optic,No,No,No,No,No,No
2781,6331-EWIEB,Fiber optic,No,No,No,No,Yes,No
2782,2045-BMBTJ,DSL,Yes,Yes,Yes,No,Yes,Yes
2783,8417-GSODA,Fiber optic,No,No,No,No,Yes,Yes
2784,4452-QIIEB,DSL,No,No,No,No,No,No
2785,5998-VVEJY,Fiber optic,No,No,No,Yes,No,No
2786,1624-NALOJ,Fiber optic,No,Yes,No,No,No,Yes
2787,6741-EGCBI,Fiber optic,Yes,No,No,No,No,Yes
2788,7820-ZYGNY,Fiber optic,No,Yes,No,No,No,Yes
2789,4317-VTEOA,DSL,No,Yes,No,No,No,No
2790,9677-AVKED,DSL,No,Yes,Yes,Yes,Yes,Yes
2791,1670-SVOWZ,Fiber optic,No,Yes,No,Yes,No,Yes
2792,2227-JRSJX,Fiber optic,No,Yes,No,Yes,Yes,Yes
2793,8980-WQFWL,DSL,No,No,Yes,No,No,Yes
2794,1730-ZMAME,Fiber optic,No,No,No,No,No,Yes
2795,9501-UKKNL,DSL,No,No,No,Yes,Yes,Yes
2796,7541-YLXCL,DSL,No,Yes,No,Yes,No,Yes
2797,4795-WRNVT,DSL,Yes,Yes,No,No,Yes,No
2798,6080-TCMYC,Fiber optic,No,No,Yes,No,No,No
2799,0260-ZDLGK,DSL,No,No,Yes,Yes,Yes,Yes
2800,7860-UXCRM,DSL,Yes,Yes,Yes,Yes,Yes,No
2801,6357-JJPQT,Fiber optic,No,No,No,No,Yes,No
2802,2292-XQWSV,DSL,No,Yes,Yes,Yes,Yes,Yes
2803,9552-TGUZV,Fiber optic,Yes,No,No,No,No,No
2804,5913-INRQV,Fiber optic,Yes,No,No,Yes,Yes,No
2805,8722-NGNBH,DSL,Yes,No,Yes,Yes,No,No
2806,6210-KBBPI,Fiber optic,No,Yes,No,No,Yes,Yes
2807,9643-YBLUR,DSL,No,Yes,Yes,No,No,Yes
2808,8734-FNWVH,DSL,No,No,No,No,No,Yes
2809,0133-BMFZO,Fiber optic,Yes,Yes,No,Yes,No,No
2810,6128-CZOMY,DSL,No,No,No,No,No,No
2811,9540-JYROE,Fiber optic,No,No,No,No,No,No
2812,9026-LHEVG,DSL,No,Yes,No,No,No,Yes
2813,2260-USTRB,Fiber optic,No,No,No,No,No,No
2814,3656-TKRVZ,DSL,Yes,Yes,No,No,No,No
2815,7011-CVEUC,Fiber optic,No,No,No,Yes,Yes,Yes
2816,6185-TASNN,DSL,No,No,No,No,No,No
2817,7925-PNRGI,DSL,Yes,Yes,Yes,Yes,Yes,No
2818,8623-TMRBY,Fiber optic,No,Yes,Yes,No,No,No
2819,3038-PQIUY,DSL,Yes,Yes,Yes,No,No,No
2820,1501-SGHBW,DSL,No,No,No,No,No,No
2821,8148-BPLZQ,DSL,No,Yes,No,No,No,No
2822,2623-DRYAM,Fiber optic,No,No,Yes,No,Yes,Yes
2823,9987-LUTYD,DSL,Yes,No,No,Yes,No,No
2824,3208-YPIOE,Fiber optic,No,No,No,No,No,No
2825,4488-KQFDT,Fiber optic,No,Yes,Yes,No,Yes,Yes
2826,2612-RANWT,Fiber optic,No,No,Yes,No,Yes,Yes
2827,5693-PIPCS,Fiber optic,No,Yes,No,Yes,Yes,Yes
2828,0491-KAPQG,Fiber optic,No,No,No,No,No,No
2829,1925-LFCZZ,DSL,No,No,Yes,No,Yes,Yes
2830,8039-EQPIM,DSL,Yes,No,Yes,Yes,Yes,Yes
2831,6900-PXRMS,Fiber optic,No,Yes,Yes,No,Yes,Yes
2832,8707-RMEZH,Fiber optic,Yes,Yes,No,No,No,Yes
2833,3346-BRMIS,DSL,No,No,Yes,No,Yes,Yes
2834,3209-ZPKFI,DSL,No,Yes,No,No,No,No
2835,6479-VDGRK,DSL,Yes,Yes,Yes,Yes,Yes,Yes
2836,9373-WSLOY,DSL,No,Yes,Yes,Yes,Yes,No
2837,2933-FILNV,DSL,No,No,No,No,No,No
2838,3569-JFODW,DSL,Yes,Yes,Yes,Yes,Yes,Yes
2839,9819-FBNSV,Fiber optic,No,No,No,No,No,No
2840,9544-PYPSJ,Fiber optic,No,Yes,Yes,No,No,Yes
2841,0396-UKGAI,DSL,No,Yes,No,Yes,No,No
2842,5186-EJEGL,DSL,Yes,No,Yes,Yes,Yes,No
2843,2722-JMONI,DSL,Yes,No,No,No,No,No
2844,2203-GHNWN,Fiber optic,No,No,Yes,No,No,No
2845,3878-AVSOQ,Fiber optic,No,No,No,No,No,No
2846,3258-SYSWS,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes
2847,7579-OOPEC,DSL,No,Yes,No,No,No,No
2848,0512-FLFDW,Fiber optic,No,No,Yes,No,Yes,Yes
2849,1771-OADNZ,Fiber optic,No,Yes,Yes,No,No,Yes
2850,0487-CRLZF,DSL,No,No,Yes,Yes,Yes,Yes
2851,2107-FBPTK,Fiber optic,No,Yes,Yes,No,Yes,Yes
2852,9738-QLWTP,Fiber optic,No,No,Yes,Yes,No,No
2853,1016-DJTSV,Fiber optic,No,No,No,No,No,No
2854,9419-IPPBE,Fiber optic,No,No,Yes,No,No,Yes
2855,0612-RTZZA,DSL,No,No,No,No,No,No
2856,8106-GWQOK,DSL,Yes,Yes,No,Yes,Yes,Yes
2857,8751-EDEKA,Fiber optic,No,Yes,Yes,No,No,Yes
2858,4039-PIMHX,DSL,No,Yes,No,No,No,No
2859,3604-WLABM,DSL,No,No,Yes,Yes,No,No
2860,0795-GMVQO,Fiber optic,Yes,Yes,Yes,No,Yes,Yes
2861,2259-OUUSZ,DSL,No,No,Yes,Yes,No,No
2862,1142-IHLOO,Fiber optic,No,No,No,No,Yes,Yes
2863,6410-LEFEN,DSL,No,No,No,No,No,No
2864,4633-MKHYU,Fiber optic,No,No,No,No,Yes,Yes
2865,6257-RJOHI,DSL,No,No,No,Yes,No,No
2866,1545-JFUML,Fiber optic,Yes,Yes,Yes,No,Yes,No
2867,3194-ORPIK,Fiber optic,No,No,No,No,Yes,No
2868,7826-VVKWT,Fiber optic,No,No,Yes,No,Yes,Yes
2869,1353-GHZOS,DSL,Yes,No,No,No,Yes,No
2870,2587-EKXTS,Fiber optic,Yes,Yes,Yes,No,Yes,Yes
2871,8816-VXNZD,Fiber optic,No,No,No,No,No,No
2872,9378-FXTIZ,DSL,No,No,No,No,Yes,Yes
2873,1723-HKXJQ,Fiber optic,No,Yes,No,No,Yes,Yes
2874,7825-GKXMW,DSL,No,No,No,No,No,No
2875,2364-UFROM,DSL,Yes,Yes,No,Yes,Yes,No
2876,6656-JWRQX,DSL,No,No,No,Yes,No,No
2877,6473-ULUHT,DSL,Yes,Yes,No,Yes,Yes,Yes
2878,0836-SEYLU,DSL,No,No,No,Yes,Yes,No
2879,4433-JCGCG,Fiber optic,No,No,Yes,No,Yes,Yes
2880,3716-BDVDB,Fiber optic,No,No,No,No,No,No
2881,7688-AWMDX,DSL,Yes,No,No,Yes,No,No
2882,2842-BCQGE,Fiber optic,No,No,No,No,No,No
2883,7244-QWYHG,DSL,Yes,No,No,Yes,Yes,No
2884,5899-MQZZL,Fiber optic,No,No,No,No,No,No
2885,6849-OYAMU,Fiber optic,No,Yes,No,Yes,Yes,Yes
2886,5312-UXESG,Fiber optic,No,No,Yes,No,Yes,Yes
2887,9488-HGMJH,Fiber optic,No,No,No,No,No,No
2888,6038-GCYEC,DSL,No,Yes,Yes,No,Yes,Yes
2889,2150-WLKUW,DSL,No,Yes,No,No,Yes,No
2890,7159-FVYPK,DSL,No,Yes,Yes,No,Yes,No
2891,7032-LMBHI,DSL,Yes,No,No,No,Yes,No
2892,1150-WFARN,Fiber optic,Yes,No,Yes,Yes,Yes,Yes
2893,6088-BXMRG,Fiber optic,No,Yes,No,No,Yes,Yes
2894,3144-AUDBS,DSL,No,No,No,Yes,No,No
2895,4821-SJHJV,Fiber optic,Yes,No,No,No,Yes,No
2896,7346-MEDWM,Fiber optic,No,Yes,Yes,No,No,No
2897,1137-DGOWI,DSL,No,Yes,Yes,Yes,No,Yes
2898,4818-QIUFN,Fiber optic,Yes,No,No,No,No,No
2899,4227-OJHAL,DSL,Yes,Yes,Yes,No,Yes,No
2900,9220-CXRSC,DSL,Yes,No,No,Yes,No,No
2901,4993-JCRGJ,Fiber optic,No,No,Yes,Yes,No,No
2902,2103-ZRXFN,DSL,No,No,No,No,No,No
2903,4877-TSOFF,DSL,Yes,Yes,No,Yes,No,Yes
2904,9209-NWPGU,DSL,Yes,No,No,Yes,Yes,No
2905,6961-VCPMC,Fiber optic,No,No,No,No,No,Yes
2906,7306-YDSOI,DSL,Yes,Yes,Yes,No,No,No
2907,5288-AHOUP,Fiber optic,No,No,No,No,No,Yes
2908,6688-UZPWD,Fiber optic,No,Yes,No,No,Yes,Yes
2909,0655-YDGFJ,DSL,No,No,Yes,No,No,No
2910,8468-EHYJA,Fiber optic,Yes,No,No,No,Yes,Yes
2911,1097-FSPVW,DSL,Yes,No,Yes,No,No,No
2912,8328-SKJNO,DSL,Yes,Yes,No,Yes,No,No
2913,0968-GSIKN,Fiber optic,No,No,No,No,No,No
2914,1965-DDBWU,Fiber optic,No,No,No,Yes,No,Yes
2915,9057-SIHCH,Fiber optic,No,No,No,No,Yes,Yes
2916,6352-GIGGQ,DSL,Yes,Yes,Yes,Yes,Yes,Yes
2917,6771-XWBDM,Fiber optic,No,Yes,Yes,No,Yes,Yes
2918,2897-DOVND,Fiber optic,No,No,No,No,No,No
2919,3082-YVEKW,DSL,Yes,No,Yes,Yes,Yes,No
2920,0191-EQUUH,DSL,Yes,No,No,Yes,No,No
2921,7134-HBPBS,Fiber optic,No,Yes,Yes,Yes,Yes,Yes
2922,3489-HHPFY,Fiber optic,No,No,No,No,Yes,No
2923,8601-QACRS,DSL,No,No,No,No,No,No
2924,4950-BDEUX,DSL,No,No,Yes,No,Yes,Yes
2925,0508-OOLTO,Fiber optic,No,No,No,No,No,No
2926,2984-TBYKU,Fiber optic,Yes,Yes,Yes,Yes,No,Yes
2927,9822-WMWVG,Fiber optic,Yes,Yes,Yes,Yes,Yes,No
2928,2391-SOORI,DSL,Yes,No,No,No,No,No
2929,9040-KZVWO,Fiber optic,No,Yes,No,No,No,No
2930,2645-QTLMB,Fiber optic,No,Yes,No,No,Yes,Yes
2931,4806-HIPDW,Fiber optic,No,No,No,No,No,No
2932,1548-ARAGG,DSL,No,Yes,No,Yes,No,No
2933,6339-RZCBJ,DSL,No,Yes,Yes,Yes,Yes,Yes
2934,4424-TKOPW,Fiber optic,No,No,No,No,Yes,Yes
2935,4415-WNGVR,DSL,Yes,No,Yes,Yes,Yes,Yes
2936,2522-AHJXR,Fiber optic,Yes,No,Yes,Yes,Yes,Yes
2937,0412-UCCNP,DSL,Yes,No,Yes,Yes,No,No
2938,1816-FLZDK,DSL,No,No,No,Yes,No,No
2939,8443-ZRDBZ,Fiber optic,No,No,No,No,No,No
2940,9136-ALYBR,DSL,No,No,No,No,No,No
2941,4615-PIVVU,DSL,No,No,Yes,Yes,No,Yes
2942,8885-QSQBX,DSL,Yes,No,No,No,No,No
2943,7479-NITWS,Fiber optic,No,No,Yes,No,Yes,No
2944,8617-ENBDS,Fiber optic,No,No,Yes,No,No,No
2945,9385-NXKDA,DSL,Yes,Yes,Yes,No,Yes,Yes
2946,0430-IHCDJ,DSL,No,No,No,No,No,No
2947,2959-MJHIC,Fiber optic,No,No,No,No,Yes,No
2948,4201-JMNGR,DSL,Yes,No,Yes,No,No,No
2949,9351-HXDMR,Fiber optic,Yes,No,Yes,Yes,Yes,Yes
2950,3537-HPKQT,Fiber optic,No,Yes,No,No,No,No
