,customerID,MultipleLines
1929,8383-SGHJU,Yes
1930,7607-QKKTJ,Yes
1931,7707-PYBBH,No
1932,8984-HPEMB,Yes
1933,4349-GFQHK,Yes
1934,9779-DPNEJ,No
1935,9805-FILKB,No
1936,5793-YOLJN,No
1937,0673-IGUQO,No
1938,4123-FCVCB,Yes
1939,8819-IMISP,Yes
1940,8311-UEUAB,Yes
1941,5858-EAFCZ,No
1942,1163-ONYEY,Yes
1943,9787-XVQIU,Yes
1944,8945-MUQUF,Yes
1945,6082-OQFBA,No
1946,8051-HJRLT,No
1947,8974-OVACP,No
1948,4010-YLMVT,Yes
1949,1379-FRVEB,Yes
1950,8612-GXIDD,Yes
1951,6288-CHQJB,No
1952,8160-HOWOX,No
1953,3023-GFLBR,Yes
1954,6648-INWPS,No
1955,4223-BKEOR,No
1956,4079-VTGLK,Yes
1957,1763-WQFUK,No
1958,1391-UBDAR,No
1959,8894-JVDCV,Yes
1960,2023-VQFDL,No
1961,1345-GKDZZ,No
1962,2014-MKGMH,Yes
1963,5628-FCGYG,Yes
1964,2560-WBWXF,Yes
1965,0248-IPDFW,Yes
1966,7978-DKUQH,No
1967,4335-UPJSI,No
1968,0524-IAVZO,Yes
1969,2737-YNGYW,No
1970,1784-EZDKJ,Yes
1971,9297-FVVDH,Yes
1972,8007-YYPWD,Yes
1973,7101-HRBLJ,No
1974,5159-YFPKQ,No
1975,6635-CPNUN,Yes
1976,4021-RQSNY,Yes
1977,5453-YBTWV,No
1978,5039-LZRQT,No
1979,2931-VUVJN,Yes
1980,9061-TIHDA,Yes
1981,8699-ASUFO,Yes
1982,6418-PIQSP,No
1983,8220-OCUFY,No
1984,3995-WFCSM,No
1985,1895-QTKDO,No
1986,2038-OEQZH,No
1987,1178-PZGAB,No
1988,7927-AUXBZ,No
1989,2626-VEEWG,No
1990,2878-RMWXY,Yes
1991,1657-DYMBM,No
1992,7311-MQJCH,No
1993,7375-WMVMT,No
1994,1136-XGEQU,Yes
1995,2530-FMFXO,Yes
1996,6844-DZKRF,No
1997,4695-WJZUE,Yes
1998,7619-ODSGN,Yes
1999,5970-GHJAW,No
2000,8879-XUAHX,Yes
2001,4195-PNGZS,Yes
2002,5003-XZWWO,Yes
2003,3988-RQIXO,No
2004,7622-FWGEW,No
2005,6922-NCEDI,No
2006,2514-GINMM,No
2007,9891-NQDBD,Yes
2008,6131-IUNXN,No
2009,8548-AWOFC,Yes
2010,9798-DRYDS,Yes
2011,8532-UEFWH,Yes
2012,6296-DDOOR,No
2013,7951-VRDVK,No
2014,5931-FLJJF,No
2015,4815-YOSUK,Yes
2016,2659-VXMWZ,Yes
2017,0380-NEAVX,No
2018,3207-OYBWH,Yes
2019,4285-GYRQC,No
2020,7216-EWTRS,Yes
2021,4365-MSDYN,No
2022,7036-TYDEC,Yes
2023,5802-ADBRC,Yes
2024,8076-FEZKJ,No
2025,5197-YPYBZ,Yes
2026,8337-MSSXB,No
2027,8495-LJDFO,Yes
2028,0839-JTCUD,Yes
2029,5494-WOZRZ,No
2030,1302-UHBDD,No
2031,2234-EOFPT,No
2032,8619-IJNDK,No
2033,8378-LKJAF,Yes
2034,8182-BJDSI,Yes
2035,2528-HFYZX,No
2036,0788-DXBFY,No
2037,3597-YASZG,Yes
2038,3496-LFSZU,No
2039,5242-UOWHD,No
2040,2482-CZGBB,No
2041,6479-SZPLM,No
2042,8097-VBQTZ,No
2043,4500-HKANN,Yes
2044,9917-KWRBE,Yes
2045,3420-ZDBMA,No
2046,1393-IMKZG,No
2047,3398-GCPMU,Yes
2048,2908-WGAXL,Yes
2049,3378-AJRAO,Yes
2050,1013-QCWAM,Yes
2051,0866-QLSIR,Yes
2052,6050-FFXES,Yes
2053,7181-BQYBV,Yes
2054,0362-RAOQO,No
2055,9554-DFKIC,Yes
2056,5527-ACHSO,No
2057,0829-DDVLK,No
2058,1399-UBQIU,No
2059,1813-JLKWR,No
2060,0336-PIKEI,No
2061,7322-OCWHC,Yes
2062,9537-VHDTA,No
2063,4957-TIALW,No
2064,2054-PJOCK,Yes
2065,9150-HEPMB,No
2066,9030-QGZNL,No
2067,6204-IEUXJ,No
2068,3126-WQMGH,Yes
2069,4529-CKBCL,No
2070,2506-CLAKW,No
2071,7176-WRTNX,Yes
2072,1583-IHQZE,Yes
2073,5732-IKGQH,No
2074,9239-GZHZE,Yes
2075,7205-BAIAD,No
2076,0151-ONTOV,No
2077,4140-MUHUG,No
2078,0093-EXYQL,No
2079,8064-RAVOH,No
2080,0219-QAERP,No
2081,0320-JDNQG,No
2082,7180-PISOG,Yes
2083,9168-INPSZ,Yes
2084,3571-RFHAR,Yes
2085,0015-UOCOJ,No
2086,5334-AFQJB,Yes
2087,2754-SDJRD,Yes
2088,9578-VRMNM,Yes
2089,1587-FKLZB,Yes
2090,6140-QNRQQ,No
2091,8963-JLGJT,No
2092,4307-KTUMW,Yes
2093,1465-LNTLJ,No
2094,5440-FLBQG,Yes
2095,2135-DQWAQ,No
2096,4056-QHXHZ,Yes
2097,7488-MXJIV,Yes
2098,7401-JIXNM,Yes
2099,9339-FIIJL,Yes
2100,2027-FECZV,Yes
2101,4706-DGAHW,No
2102,3870-MQAMG,Yes
2103,6670-MFRPK,Yes
2104,6177-PEVRA,No
2105,4800-CZMPC,Yes
2106,4813-HQMGZ,Yes
2107,7579-KKLOE,Yes
2108,7377-DMMRI,No
2109,8402-EIVQS,No
2110,4947-DSMXK,Yes
2111,7245-NIIWQ,No
2112,0002-ORFBO,No
2113,3324-OIRTO,No
2114,5414-OFQCB,Yes
2115,8552-OBVRU,No
2116,8499-BRXTD,No
2117,9154-QDGTH,Yes
2118,8197-BFWVU,Yes
2119,2577-GVSIL,Yes
2120,9367-OIUXP,No
2121,6770-UAYGJ,Yes
2122,6463-HHXJR,Yes
2123,7928-VJYAB,No
2124,1187-WILMM,Yes
2125,9776-OJUZI,Yes
2126,1306-RPWXZ,No
2127,8949-JTMAY,Yes
2128,2774-LVQUS,Yes
2129,3097-PYWXL,No
2130,2266-SJNAT,Yes
2131,0869-PAPRP,No
2132,4238-JSSWH,Yes
2133,2972-YDYUW,Yes
2134,1104-FEJAM,Yes
2135,2809-ILCYT,Yes
2136,5499-ECUTN,No
2137,4981-FLTMF,Yes
2138,9121-PHQSR,Yes
2139,3113-IWHLC,No
2140,3211-ILJTT,No
2141,4612-THJBS,Yes
2142,4277-BWBML,No
2143,4094-NSEDU,Yes
2144,4304-TSPVK,Yes
2145,1552-AAGRX,Yes
2146,2637-FKFSY,No
2147,7874-ECPQJ,No
2148,0020-INWCK,Yes
2149,7089-RKVSZ,Yes
2150,9548-ZMVTX,Yes
2151,8739-XNIKG,Yes
2152,9755-JHNMN,No
2153,3981-QSVQI,No
2154,2789-HQBOU,No
2155,9424-CMPOG,No
2156,5067-WJEUN,No
2157,3450-WXOAT,No
2158,9251-WNSOD,Yes
2159,6974-DAFLI,No
2160,2616-UUTFK,Yes
2161,7064-JHXCE,No
2162,5103-MHMHY,No
2163,4373-VVHQL,No
2164,4559-UWIHT,Yes
2165,7268-IGMFD,Yes
2166,1846-XWOQN,No
2167,0235-KGSLC,No
2168,6650-BWFRT,Yes
2169,9570-KYEUA,Yes
2170,6993-YGFJV,Yes
2171,2712-SYWAY,Yes
2172,0730-BGQGF,Yes
2173,5498-IBWPI,No
2174,9101-NTIXF,No
2175,0013-SMEOE,No
2176,9314-QDMDW,No
2177,9308-ANMVE,No
2178,2884-GBPFB,No
2179,3757-NJYBX,Yes
2180,3413-DHLPB,Yes
2181,7649-PHJVR,No
2182,2573-GYRUU,Yes
2183,1247-QBVSH,No
2184,6734-GMPVK,Yes
2185,9822-OAOVB,No
2186,6161-ERDGD,Yes
2187,1226-JZNKR,No
2188,7318-EIVKO,Yes
2189,3771-PZOBW,Yes
2190,5136-KCKGI,Yes
2191,8231-BSWXX,Yes
2192,6486-LHTMA,Yes
2193,4083-BFNYK,Yes
2194,3722-WPXTK,No
2195,5141-ZUVBH,No
2196,1089-HDMKP,No
2197,7623-HKYRK,No
2198,0310-SUCIN,No
2199,5197-PYEPU,Yes
2200,2929-ERCFZ,No
2201,7548-SEPYI,No
2202,8835-VSDSE,No
2203,6619-RPLQZ,No
2204,3503-TYDAY,Yes
2205,6901-GOGZG,Yes
2206,9621-OUPYD,No
2207,9898-KZQDZ,Yes
2208,8982-NHAVY,Yes
2209,0141-YEAYS,Yes
2210,2450-ZKEED,No
2211,9603-OAIHC,No
2212,1133-KXCGE,No
2213,5236-PERKL,Yes
2214,0142-GVYSN,No
2215,2519-FAKOD,Yes
2216,8406-LNMHF,No
2217,1821-BUCWY,No
2218,0023-UYUPN,Yes
2219,1465-WCZVT,No
2220,9481-SFCQY,No
2221,6360-SVNWV,No
2222,0567-GGCAC,No
2223,7089-IVVAZ,Yes
2224,8884-MRNSU,No
2225,2171-UDMFD,No
2226,9050-IKDZA,No
2227,2205-YMZZJ,Yes
2228,9802-CAQUT,Yes
2229,1254-IZEYF,Yes
2230,0187-WZNAB,No
2231,9492-TOKRI,Yes
2232,1475-VWVDO,No
2233,9221-OTIVJ,Yes
2234,1357-MVDOZ,No
2235,7602-MVRMB,Yes
2236,3325-FUYCG,Yes
2237,5908-QMGOE,Yes
2238,1197-BVMVG,Yes
2239,5406-KGRMX,Yes
2240,8481-YYXWG,No
2241,5968-HYJRZ,Yes
2242,5198-EFNBM,No
2243,7516-GMHUV,Yes
2244,7140-ADSMJ,No
2245,2230-XTUWL,No
2246,7706-YLMQA,No
2247,2585-KTFRE,No
2248,7994-UYIVZ,Yes
2249,2609-IAICY,Yes
2250,7717-BICXI,No
2251,6559-RAKOZ,Yes
2252,4716-MRVEN,No
2253,2143-LJULT,Yes
2254,1323-OOEPC,Yes
2255,3200-MNQTF,Yes
2256,6164-HXUGH,No
2257,5630-IXDXV,Yes
2258,0320-DWVTU,No
2259,9135-MGVPY,No
2260,1212-GLHMD,No
2261,7878-JGDKK,No
2262,1088-AUUZZ,Yes
2263,0397-GZBBC,Yes
2264,6614-YWYSC,Yes
2265,9588-OZDMQ,No
2266,7641-EUYET,Yes
2267,6476-EPYZR,No
2268,9921-ZVRHG,Yes
2269,1174-FGIFN,Yes
2270,6620-HVDUJ,No
2271,4701-MLJPN,No
2272,1032-MAELW,Yes
2273,7641-TQFHN,Yes
2274,1552-TKMXS,No
2275,8622-ZLFKO,Yes
2276,1596-BBVTG,Yes
2277,6188-UXBBR,No
2278,2333-KWEWW,No
2279,5702-SKUOB,No
2280,1134-YWTYF,No
2281,6061-GWWAV,No
2282,0679-TDGAK,No
2283,6585-WCEWR,No
2284,9067-YGSCA,Yes
2285,9067-SQTNS,No
2286,8433-WXGNA,No
2287,1776-SPBWV,No
2288,8735-SDUFN,Yes
2289,9668-PUGNU,Yes
2290,9405-GPBBG,Yes
2291,1926-QUZNN,Yes
2292,3707-GNWHM,Yes
2293,7016-NVRIC,No
2294,5829-NVSQN,No
2295,9565-AXSMR,No
2296,8922-LIEGH,Yes
2297,8869-LIHMK,Yes
2298,8245-UMPYT,Yes
2299,5186-SAMNZ,No
2300,0447-RXSGD,Yes
2301,4927-WWOOZ,Yes
2302,5788-YPOEG,No
2303,5373-SFODM,Yes
2304,0661-KBKPA,Yes
2305,9081-WWXKP,No
2306,0784-ZQJZX,No
2307,3133-PZNSR,Yes
2308,5766-ZJYBB,No
2309,8931-GJJIQ,Yes
2310,4277-PVRAN,No
2311,0022-TCJCI,No
2312,0722-SVSFK,No
2313,3612-YVGSJ,Yes
2314,9825-YCXWZ,No
2315,8565-HBFNN,Yes
2316,2000-DHJUY,Yes
2317,0203-HHYIJ,Yes
2318,8670-ERCJH,Yes
2319,2050-ONYDQ,Yes
2320,7055-JCGNI,Yes
2321,4826-DXMUP,No
2322,0952-KMEEH,Yes
2323,7285-KLOTR,Yes
2324,0654-PQKDW,No
2325,7175-NTIXE,No
2326,9796-BPKIW,No
2327,0188-GWFLE,No
2328,8129-GMVGI,No
2329,2882-DDZPG,No
2330,3547-LQRIK,Yes
2331,9137-NOQKA,No
2332,5843-TTHGI,No
2333,1849-RJYIG,No
2334,8868-GAGIO,Yes
2335,4061-UKJWL,No
2336,5380-XPJNZ,No
2337,8263-QMNTJ,Yes
2338,8178-EYZUO,Yes
2339,3230-JCNZS,Yes
2340,5130-IEKQT,Yes
2341,3230-WYKIR,Yes
2342,7996-BPXHY,Yes
2343,3227-WLKLI,Yes
2344,0407-BDJKB,Yes
2345,2266-FUBDZ,No
2346,8237-ULIXL,Yes
2347,9600-UDOPK,Yes
2348,8216-AZUUZ,No
2349,9153-BTBVV,Yes
2350,4074-SJFFA,No
2351,3269-ATYWD,Yes
2352,5186-PEIZU,No
2353,1074-AMIOH,No
2354,4910-GMJOT,Yes
2355,0354-WYROK,No
2356,4361-FEBGN,No
2357,7748-UMTRK,Yes
2358,0380-ZCSBI,No
2359,7145-FEJWU,Yes
2360,6463-MVYRY,No
2361,3969-JQABI,No
2362,9624-EGDEQ,No
2363,1051-EQPZR,No
2364,5849-ASHZJ,No
2365,5780-INQIK,No
2366,7576-OYWBN,Yes
2367,4526-ZJJTM,No
2368,8384-FZBJK,Yes
2369,3750-RNQKR,No
2370,0962-CQPWQ,No
2371,3096-YXENJ,Yes
2372,1265-BCFEO,Yes
2373,5837-LXSDN,No
2374,5945-AZYHT,Yes
2375,8325-QRPZR,No
2376,6384-VMJHP,No
2377,2262-SLNVK,No
2378,7730-CLDSV,Yes
2379,1135-HIORI,Yes
2380,0164-APGRB,Yes
2381,6481-ESCNL,Yes
2382,1790-NESIO,No
2383,1550-EENBN,Yes
2384,5539-TMZLF,No
2385,4446-BZKHU,Yes
2386,5976-JCJRH,No
2387,8198-RKSZG,Yes
2388,0137-OCGAB,Yes
2389,3351-NQLDI,Yes
2390,9297-EONCV,Yes
2391,7593-JNWRU,No
2392,4588-YBNIB,No
2393,1069-QJOEE,No
2394,3336-JORSO,Yes
2395,7799-DSEWS,No
2396,8766-PAFNE,No
2397,5315-CKEQK,Yes
2398,3130-ICDUP,Yes
2399,0820-FNRNX,Yes
2400,0880-FVFWF,Yes
2401,4213-HKBJO,Yes
2402,2792-LSHWX,No
2403,5028-GZLDO,No
2404,0014-BMAQU,Yes
2405,6861-XWTWQ,Yes
2406,9018-PCIOK,No
2407,4837-QUSFT,Yes
2408,6877-TJMBR,No
2409,9953-ZMKSM,Yes
2410,0907-HQNTS,Yes
2411,6769-DCQLI,No
2412,2433-KMEAS,Yes
2413,4391-LNRXK,No
2414,8250-ZNGGW,No
2415,2195-ZRVAX,No
2416,3550-SAHFP,Yes
2417,8562-GHPPI,No
2418,5893-PYOLZ,No
2419,4986-MXSFP,No
2420,6131-FOYAS,Yes
2421,3027-YNWZU,Yes
2422,5609-IMCGG,Yes
2423,4873-ILOLJ,No
2424,4727-MCYZG,No
2425,9481-WHGWY,No
2426,2725-KXXWT,No
2427,9565-DJPIB,Yes
2428,4328-VUFWD,No
2429,3301-LSLWQ,Yes
2430,7473-ZBDSN,No
2431,3166-PNEOF,Yes
2432,5639-NTUPK,No
2433,5140-FOMCQ,Yes
2434,6242-SGYTS,Yes
2435,8166-ORCHU,No
2436,8414-OOEEL,No
2437,8454-AATJP,Yes
2438,6849-WLEYG,No
2439,4659-NZRUF,Yes
2440,4531-AUZNK,Yes
2441,4191-XOVOM,Yes
2442,2150-OEGBV,No
2443,8429-XIBUM,Yes
2444,1855-CFULU,No
2445,4878-BUNFV,No
2446,1872-EBWSC,No
2447,2608-BHKFN,No
2448,7026-YMSBE,No
2449,7341-LXCAF,Yes
2450,6997-UVGOX,No
2451,9462-MJUAW,Yes
2452,8128-YVJRG,Yes
2453,5440-VHLUL,Yes
2454,5781-BKHOP,Yes
2455,4283-FUTGF,Yes
2456,5213-TWWJU,No
2457,1569-TTNYJ,Yes
2458,8628-MFKAX,Yes
2459,2397-BRLOM,No
2460,7629-WIXZF,No
2461,5445-GLVOT,No
2462,3976-HXHCE,No
2463,2466-NEJOJ,No
2464,0254-KCJGT,Yes
2465,6461-SZMCV,Yes
2466,8150-QUDFX,No
2467,9508-ILZDG,Yes
2468,1697-LYYYX,No
2469,1942-OQFRW,No
2470,4749-VFKVB,Yes
2471,9640-ZSLDC,No
2472,4231-LZUYM,Yes
2473,7598-UAASY,No
2474,7938-OUHIO,No
2475,8510-AWCXC,Yes
2476,3594-BDSOA,No
2477,0431-APWVY,No
2478,5996-DAOQL,No
2479,6838-YAUVY,Yes
2480,0484-JPBRU,Yes
2481,7883-ROJOC,No
2482,0244-LGNFY,Yes
2483,4295-YURET,No
2484,3426-NIYYL,Yes
2485,8225-BTJAU,No
2486,4635-EJYPD,No
2487,1866-ZSLJM,No
2488,4636-TVXVG,No
2489,9392-XBGTD,No
2490,3387-VATUS,Yes
2491,1143-NMNQJ,Yes
2492,1169-SAOCL,Yes
2493,1110-KYLGQ,Yes
2494,9929-PLVPA,No
2495,3518-PZXZQ,No
2496,2371-JUNGC,No
2497,7693-QPEFS,Yes
2498,0924-BJCRC,Yes
2499,5074-FBGHB,Yes
2500,2351-BKRZW,No
2501,4455-BFSPD,Yes
2502,0415-MOSGF,No
2503,1724-BQUHA,No
2504,3948-KXDUF,Yes
2505,2323-ARSVR,No
2506,0815-MFZGM,No
2507,4826-XTSOH,Yes
2508,5480-XTFFL,No
2509,8295-FHIVV,No
2510,9086-YJYXS,Yes
2511,1179-INLAT,No
2512,6857-VWJDT,Yes
2513,5468-BPMMO,No
2514,5624-BQSSA,No
2515,0197-PNKNK,Yes
2516,2439-QKJUL,No
2517,1194-SPVSP,No
2518,9534-NSXEM,No
2519,8929-KSWIH,No
2520,2250-IVBWA,No
2521,1810-MVMAI,Yes
2522,9506-UXUSK,No
2523,1229-RCALF,Yes
2524,3572-UOLYZ,Yes
2525,1429-UYJSV,No
2526,5577-OTWWW,No
2527,6100-QQHEB,Yes
2528,6366-XIVKZ,No
2529,3470-OBUET,Yes
2530,9375-MHRRS,No
2531,2634-HCZGT,Yes
2532,7503-QQRVF,No
2533,4860-YZGZM,No
2534,6599-GZWCM,No
2535,2691-NZETQ,Yes
2536,4404-HIBDJ,No
2537,7037-MTYVW,Yes
2538,4760-THGOT,Yes
2539,7295-JOMMD,No
2540,4016-BJKTZ,Yes
2541,6584-VQMYT,No
2542,9838-BFCQT,Yes
2543,2790-XUYMV,Yes
2544,0581-MDMPW,Yes
2545,5013-SBUIH,Yes
2546,1023-BQXZE,No
2547,9163-GHAYE,No
2548,3904-UKFRE,Yes
2549,5353-WILCI,No
2550,0709-TVGUR,Yes
2551,0058-EVZWM,Yes
2552,6023-YEBUP,Yes
2553,7209-JCUDS,No
2554,7009-PCARS,No
2555,0519-DRGTI,No
2556,1017-FBQMM,Yes
2557,3001-CBHLQ,Yes
2558,1985-MBRYP,No
2559,9372-TXXPS,No
2560,3259-QMXUN,Yes
2561,1015-JPFYW,No
2562,6645-MXQJT,No
2563,8433-WPJTV,Yes
2564,5804-JMYIO,No
2565,3763-GCZHZ,Yes
2566,6484-LATFU,Yes
2567,0772-GYEQQ,No
2568,0536-ACXIP,Yes
2569,0936-NQLJU,No
2570,4831-EOBFE,No
2571,1575-KRZZE,No
2572,3251-YMVWZ,Yes
2573,4102-OQUPX,Yes
2574,9170-GYZJC,Yes
2575,4884-LEVMQ,No
2576,8857-CUPFQ,No
2577,7610-TVOPG,Yes
2578,3638-DIMPH,No
2579,1845-ZLLIG,No
2580,8559-WNQZS,No
2581,3999-QGRJH,No
2582,1699-UOTXU,No
2583,2454-RPBRZ,Yes
2584,0635-WKOLD,Yes
2585,5993-JSUWV,No
2586,4518-FZBSX,No
2587,5387-ASZNZ,Yes
2588,6988-CJEYV,Yes
2589,2002-MZHWP,No
2590,3097-FQTVJ,No
2591,5465-BUBFA,No
2592,7299-GNVPL,No
2593,9371-BITHB,No
2594,2265-CYWIV,Yes
2595,9093-FPDLG,No
2596,0541-FITGH,No
2597,6985-HAYWX,Yes
2598,7508-KBIMB,No
2599,6838-HVLXG,No
2600,2277-DJJDL,Yes
2601,1897-OKVMW,Yes
2602,5485-ITNPC,No
2603,0233-FTHAV,Yes
2604,4644-PIZRT,Yes
2605,8922-NPKBJ,No
2606,2740-TVLFN,Yes
2607,7771-CFQRQ,No
2608,9512-PHSMG,No
2609,6963-EZQEE,Yes
2610,2452-KDRRH,Yes
2611,2004-OCQXK,No
2612,5027-QPKTE,No
2613,4146-SVFUD,No
2614,1564-HJUVY,No
2615,3617-XLSGQ,Yes
2616,7517-LDMPS,No
2617,7244-KXYZN,No
2618,5226-NOZFC,No
2619,2672-HUYVI,No
2620,1400-WIVLL,Yes
2621,7508-MYBOG,Yes
2622,8148-NLEGT,Yes
2623,0148-DCDOS,Yes
2624,8347-GDTMP,No
2625,9992-RRAMN,Yes
2626,6746-WAUWT,No
2627,0310-MVLET,Yes
2628,0428-IKYCP,No
2629,4550-VBOFE,Yes
2630,2187-PKZAY,No
2631,4003-OCTMP,No
2632,6652-YFFJO,No
2633,7225-IILWY,Yes
2634,5248-RPYWW,Yes
2635,7923-IYJWY,Yes
2636,3170-GWYKC,No
2637,5696-QURRL,No
2638,7409-KIUTL,No
2639,1732-VHUBQ,No
2640,0495-RVCBF,No
2641,2668-TZSPS,No
2642,7854-EDSSA,Yes
2643,8869-TORSS,No
2644,7446-SFAOA,No
2645,9522-ZSINC,No
2646,8234-GSZYK,Yes
2647,0679-IDSTG,No
2648,7765-LWVVH,Yes
2649,1658-TJVOA,No
2650,2115-BFTIW,No
2651,4692-NNQRU,No
2652,7742-MYPGI,No
2653,0611-DFXKO,No
2654,7780-OTDSO,Yes
2655,9619-GSATL,No
2656,5622-UEJFI,Yes
2657,9747-DDZOS,No
2658,0674-DGMAQ,Yes
2659,0484-FFVBJ,No
2660,2181-TIDSV,No
2661,9453-PATOS,No
2662,0564-JJHGS,Yes
2663,3348-CFRNX,No
2664,4402-FTBXC,No
2665,1428-GTBJJ,No
2666,2931-XIQBR,No
2667,0106-UGRDO,Yes
2668,5542-TBBWB,No
2669,1930-QPBVZ,No
2670,5322-ZSMZY,Yes
2671,8059-UDZFY,Yes
2672,7740-BTPUX,Yes
2673,5220-AGAAX,Yes
2674,0208-BPQEJ,No
2675,9435-JMLSX,No
2676,3352-ALMCK,Yes
2677,5312-IRCFR,Yes
2678,5294-IMHHT,Yes
2679,8802-UNOJF,No
2680,6176-YJWAS,Yes
2681,5310-NOOVA,No
2682,4526-EXKKN,Yes
2683,3987-KQDDU,No
2684,3404-JNXAX,Yes
2685,5131-PONJI,No
2686,2845-AFFTX,Yes
2687,3489-VSFRD,No
2688,3345-JHUEO,No
2689,5815-HGGHV,No
2690,5260-UMPWX,No
2691,2249-YPRNG,Yes
2692,7410-YTJIK,Yes
2693,4626-GYCZP,Yes
2694,5649-RXQTV,No
2695,2674-MIAHT,Yes
2696,2576-HXMPA,No
2697,7587-AOVVU,Yes
2698,5590-BYNII,Yes
2699,6898-MDLZW,No
2700,4707-YNOQA,Yes
2701,9357-UJRUN,Yes
2702,1591-NFNLQ,Yes
2703,7663-CUXZB,Yes
2704,0258-NOKBL,No
2705,1163-VIPRI,Yes
2706,2815-CPTUL,No
2707,9348-ROUAI,Yes
2708,0596-BQCEQ,No
2709,1481-ZUWZA,Yes
2710,3043-TYBNO,No
2711,4830-FAXFM,Yes
2712,5906-BFOZT,No
2713,2960-NKRSO,No
2714,8996-ZROXE,No
2715,5598-IKHQQ,Yes
2716,0397-ZXWQF,No
2717,5266-PFRQK,No
2718,4674-HGNUA,Yes
2719,6765-MBQNU,Yes
2720,9786-IJYDL,Yes
2721,1303-SRDOK,No
2722,3769-MHZNV,No
2723,6295-OSINB,Yes
2724,3308-MHOOC,No
2725,2207-QPJED,No
2726,2239-CFOUJ,No
2727,6620-JDYNW,Yes
2728,1891-FZYSA,Yes
2729,4770-UEZOX,No
2730,1038-RQOST,No
2731,7613-LLQFO,Yes
2732,4568-TTZRT,No
2733,9513-DXHDA,No
2734,2640-PMGFL,Yes
2735,3801-HMYNL,No
2736,0516-QREYC,No
2737,9685-WKZGT,Yes
2738,6022-UGGSO,No
2739,8084-OIVBS,No
2740,8896-BQTTI,Yes
2741,3865-QBWSJ,Yes
2742,3352-RICWQ,No
2743,2160-GPFXD,Yes
2744,2065-MMKGR,Yes
2745,5857-TYBCJ,Yes
2746,1498-NHTLT,No
2747,4484-CGXFK,No
2748,1402-PTHGN,No
2749,4176-RELJR,Yes
2750,6214-EDAKZ,No
2751,6377-KSLXC,No
2752,1796-JANOW,No
2753,0238-WHBIQ,Yes
2754,8735-NBLWT,No
2755,6651-RLGGM,Yes
2756,6127-ISGTU,Yes
2757,1614-JBEBI,No
2758,1208-DNHLN,Yes
2759,1761-AEZZR,No
2760,3923-CSIHK,No
2761,5696-EXCYS,No
2762,5795-KTGUD,Yes
2763,7120-RFMVS,Yes
2764,7924-GJZFI,No
2765,8512-WIWYV,No
2766,5897-ZYEKH,Yes
2767,7317-GGVPB,Yes
2768,1406-PUQVY,No
2769,5692-FPTAH,No
2770,9114-AAFQH,No
2771,8715-KKTFG,Yes
2772,1550-LOAHA,No
2773,1728-BQDMA,No
2774,0268-QKIWO,No
2775,0876-WDUUZ,No
2776,5117-ZSMHQ,Yes
2777,5151-HQRDG,Yes
2778,0960-HUWBM,Yes
2779,6465-GSRCL,Yes
2780,0617-FHSGK,Yes
2781,0263-FJTQO,Yes
2782,7319-ZNRTR,No
2783,2858-MOFSQ,Yes
2784,7503-EPSZW,Yes
2785,8118-LSUEL,Yes
2786,1666-JXLKU,Yes
2787,7855-DIWPO,No
2788,5133-POWUA,No
2789,5652-MSDEY,Yes
2790,7005-CCBKV,No
2791,1810-BOHSY,Yes
2792,1784-BXEFA,No
2793,9224-VTYID,Yes
2794,9500-IWPXQ,Yes
2795,4504-YOULA,Yes
2796,5569-IDSEY,Yes
2797,4250-FDVOU,No
2798,7284-ZZLOH,No
2799,5277-ZLOOR,Yes
2800,2141-RRYGO,No
2801,6376-GAHQE,No
2802,3401-URHDA,Yes
2803,1599-EAHXY,Yes
2804,8631-XVRZL,No
2805,5052-PNLOS,Yes
2806,3853-LYGAM,Yes
2807,6979-ZNSFF,Yes
2808,5751-USDBL,No
2809,5680-LQOGP,No
2810,2386-LAHRK,No
2811,8189-DUKMV,No
2812,9931-DCEZH,No
2813,1898-JSNDC,No
2814,0315-LVCRK,No
2815,2410-CIYFZ,No
2816,4248-HCETZ,No
2817,5505-OVWQW,No
2818,7271-AJDTL,Yes
2819,1867-TJHTS,Yes
2820,0516-WJVXC,No
2821,9174-FKWZE,No
2822,6860-YRJZP,Yes
2823,4429-WYGFR,No
2824,2817-LVCPP,No
2825,5038-ETMLM,Yes
2826,5056-FIMPT,No
2827,4521-WFJAI,Yes
2828,6569-KTMDU,No
2829,8809-RIHDD,Yes
2830,8809-XKHMD,Yes
2831,0396-YCHWO,Yes
2832,0867-LDTTC,No
2833,4822-NGOCH,Yes
2834,9391-DXGGG,No
2835,9844-FELAJ,Yes
2836,2122-SZZZD,No
2837,5307-DZCVC,Yes
2838,3148-AOIQT,Yes
2839,8679-JOEVF,No
2840,8395-ETZKQ,No
2841,6692-YQHXC,No
2842,3889-VWBID,No
2843,5222-JCXZT,No
2844,2739-CCZMB,No
2845,7080-TNUWP,Yes
2846,0496-AHOOK,No
2847,8336-TAVKX,Yes
2848,2468-SJFLM,No
2849,7168-HDQHG,No
2850,4803-AXVYP,Yes
2851,3884-HCSWG,No
2852,4567-AKPIA,Yes
2853,5077-DXTCG,No
2854,7901-HXJVA,No
2855,5649-ANRML,No
2856,4892-VLANZ,No
2857,5924-IFQTT,Yes
2858,7968-QUXNS,No
2859,2919-HBCJO,No
2860,4236-XPXAV,No
